Name of the Judge,Gender,Date of Birth,State of Birth,Place of Birth,Date of Appointment,Date of Retirement,If Died in Office,If resigned from office,Parent High Court,If transferred to any other High Court,"If yes, which High Court 1",Date of such transfer - 1,"If yes, which High Court 2",Date of such transfer – 2,"If yes, which High Court 3",Date of such transfer - 3,If appointed Chief Justice in another High Court,"If yes, which High Court – 1","If yes, which High Court – 2","If yes, which High Court – 3",If appointed to the Supreme Court,Date of appointment to the Supreme Court,Cadre,Experience in Subordinate Judiciary,Litigation Experience,If a Senior Advocate,Experience in High Court Administrative Post,If served as Counsel for Government/PSU/Statutory Body,If served as Advocate General,If empanelled by Banks,If empanelled by Private Companies,Chamber Details,Schooling Information,Graduation Institution,Graduation Specialization,Law Degree Institution,Law Degree Year,Bar Enrolment Year,State Bar Association where enrolled,Foreign Degree in Law,Post-Graduate in another subject,Post-Graduate in Law,fileTitle
V. G. BISHT,Male,1960-07-19T00:00:00Z,Maharashtra,Jalna,2019-12-05T00:00:00Z,2022-07-18T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,nagpur University,Science,not available,not available,1985,not available,No,No,No,Bombay
SAMBHAJI SHIWAJI SHINDE,Male,1960-08-02T00:00:00Z,Not Available,Not Available,2008-03-11T00:00:00Z,2022-08-01T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Science,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad",not available,1987,Maharashtra & Goa,Yes,No,Yes,Bombay
M. G. SEWLIKAR,Male,1960-09-21T00:00:00Z,Not Available,Not Available,2019-12-05T00:00:00Z,2022-09-20T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,"Modern College of Arts, Science and Commerce, Pune",Commerce,"I.L.S. Law College, Pune",not available,not available,not available,No,No,No,Bombay
S. D. KULKARNI,Male,1960-11-02T00:00:00Z,Not Available,Not Available,2020-01-14T00:00:00Z,2022-11-01T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,"G.A. College of Commerce, Sangli",Commerce,"N.S. Law College, Sangli",1984,1985,Maharastra & Goa,No,No,Yes,Bombay
C.V. BHADANG,Male,1960-11-05T00:00:00Z,Maharashtra,Khamgaon (District Buldhana),2014-03-03T00:00:00Z,2022-11-04T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,"G.S. College of Commerce, Science and Arts, Khamgaon",Science,nagpur University,not available,1984,Maharashtra & Goa,No,No,No,Bombay
"Sandeep Kashinath Shinde,",Male,1961-01-17T00:00:00Z,Not Available,Not Available,2017-06-05T00:00:00Z,2023-01-16T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Commerce,not available,not available,1984,Maharastra & Goa,No,No,Yes,Bombay
AMJAD AHTESHAM SAYED,Male,1961-01-21T00:00:00Z,Not Available,Not Available,2007-04-11T00:00:00Z,2023-01-20T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Science,Bombay University,1984,not available,Maharashtra,No,No,No,Bombay
RAMESH DEOKINANDAN DHANUKA,Male,1961-05-31T00:00:00Z,Maharashtra,Not Available,2012-01-23T00:00:00Z,2023-05-30T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Not Available,University of Bombay,Commerce,University of Bombay,1985,1985,Maharashtra & Goa,No,No,No,Bombay
S.B. SHUKRE,Male,1961-10-25T00:00:00Z,Not Available,Not Available,2013-05-13T00:00:00Z,2023-10-24T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,Pune University,Commerce,"Dr. Punjabrao Deshmukh Law College, Amravati",1983,not available,Maharashtra & Goa,No,No,Yes,Bombay
ANUJA PRABHUDESSAI,Female,1962-02-08T00:00:00Z,Not Available,Not Available,2014-03-03T00:00:00Z,2024-02-07T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Arts,not available,not available,1985,not available,No,No,No,Bombay
GAUTAM SHIRISH PATEL,Male,1962-04-26T00:00:00Z,Maharashtra,Mumbai,2013-06-21T00:00:00Z,2024-04-25T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,St. Xavier's College,Arts,Government Law College,not available,not available,Maharashtra & Goa,No,No,No,Bombay
P. D. NAIK,Male,1962-04-30T00:00:00Z,Goa,Not Available,2016-03-17T00:00:00Z,2024-04-29T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Not Available,"St.Xavier's College, Goa",Arts,"Siddharth Law College, Mumbai",1986,1986,not available,No,No,Yes,Bombay
SANJAY VIJAYKUMAR GANGAPURWALA,Male,1962-05-24T00:00:00Z,Not Available,Not Available,2010-03-13T00:00:00Z,2024-05-23T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Commerce,not available,not available,1985,Maharashtra & Goa,No,No,No,Bombay
PRASANNA BHALACHANDRA VARALE,Male,1962-06-23T00:00:00Z,Karnataka,Nipani,2008-07-18T00:00:00Z,2024-06-22T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Not Available,Dr.Babasaheb Ambedkar Marathwada University,Arts,Dr.Babasaheb Ambedkar Marathwada University,not available,1985,Maharashtra & Goa,No,No,No,Bombay
V. G. JOSHI,Male,1962-11-14T00:00:00Z,Maharashtra,Pune,2018-10-11T00:00:00Z,2024-11-13T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,Not Available,"Shivaji University, Kolhapur",Arts,"D.A.V. Law College, Solapur",not available,1986,not available,No,No,No,Bombay
PRITHVIRAJ K. CHAVAN,Male,1963-02-22T00:00:00Z,Not Available,Not Available,2017-06-05T00:00:00Z,2025-02-21T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Yes,No,Not Available,Not Available,Yes,Not Available,"Shivaji University, Kolhapur",Science (Zoology),nagpur University,1987,1987,not available,No,No,No,Bombay
Avinash Gunwant Gharote,Male,1963-05-17T00:00:00Z,Not Available,Not Available,2019-08-23T00:00:00Z,2025-05-16T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,not available,Science,not available,not available,1986,not available,No,No,No,Bombay
MANGESH S. PATIL,Male,1963-07-27T00:00:00Z,Not Available,Not Available,2017-06-05T00:00:00Z,2025-07-26T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,"Bhonsla Military School, Nashik",not available,Commerce,"I.L.S. Law College, Pune",not available,1987,not available,No,No,Yes,Bombay
K.R. SHRIRAM,Male,1963-09-28T00:00:00Z,Maharashtra,Mumbai,2013-06-21T00:00:00Z,2025-09-27T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Yes,Not Available,Mumbai University,Commerce,Mumbai University,not available,1986,Maharashtra & Goa,Yes,No,Yes,Bombay
Rohit Baban Deo,Male,1963-12-05T00:00:00Z,Not Available,Not Available,2017-06-05T00:00:00Z,2025-12-04T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Commerce,not available,not available,1986,Maharastra & Goa,No,No,No,Bombay
NITIN JAMDAR,Male,1964-01-10T00:00:00Z,Not Available,Not Available,2012-01-23T00:00:00Z,2026-01-09T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,University of Mumbai,Commerce,University of Mumbai,not available,1989,not available,No,No,No,Bombay
R. G. AVACHAT,Male,1964-03-15T00:00:00Z,Not Available,Not Available,2018-10-11T00:00:00Z,2026-03-14T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,Yes,Not Available,No,Not Available,Not Available,Not Available,"Shirur (Ghodnadi), District Pune",not available,Commerce,"I.L.S. Law College, Pune",1987,1987,Maharastra & Goa,No,No,No,Bombay
M. S. JAWALKAR,Female,1964-05-26T00:00:00Z,Not Available,Not Available,2019-12-05T00:00:00Z,2026-05-25T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,Nagpur,not available,Integrated Law,"Dr. Babasaheb Ambedkar College of Law, nagpur",1989,1989,Maharastra & Goa,No,Yes,Yes,Bombay
V. V. KANKANWADI,Female,1964-06-24T00:00:00Z,Karnataka,Bijapur,2017-06-05T00:00:00Z,2026-06-23T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,Not Available,"People's College, nanded",Science,"Ismailsaheb Mulla Law Collecte, Satara",not available,1987,not available,No,No,No,Bombay
UJJAL BHUYAN,Male,1964-08-02T00:00:00Z,Assam,Guwahati,2011-10-17T00:00:00Z,2026-08-01T00:00:00Z,No,No,Gauhati,Yes,Bombay,2019-10-03T00:00:00Z,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,Yes,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Don Bosco High School,"Kirori Mal College, Delhi",Arts,"Government Law College, Guwahati",not available,1991,"Assam, nagaland, Meghalaya, Manipur, Tripura, Mizoram and Arunachal Pradesh",No,No,Yes,Bombay
M.S. SONAK,Male,1964-11-28T00:00:00Z,Not Available,Not Available,2013-06-21T00:00:00Z,2026-11-27T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,"Don Bosco High School, Panaji",Dhempe College of Arts & Science,Science,"M. S. College of Law, Panaji",not available,1988,Maharashtra & Goa,No,No,No,Bombay
A.S. CHANDURKAR,Male,1965-04-07T00:00:00Z,Not Available,Not Available,2013-06-21T00:00:00Z,2027-04-06T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Yes,"St. Vincents' High School, Pune","Ness Wadia College, Pune",Commerce,"I. L. S. Law College, Pune",not available,1988,not available,No,No,No,Bombay
REVATI MOHITE DERE,Female,1965-04-17T00:00:00Z,Not Available,Not Available,2013-06-21T00:00:00Z,2027-04-16T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,"St. Joseph's High School, Pashan, Pune; Ferguson College (Arts), Pune",not available,Integrated Law,"Symbiosis Law College, Pune",not available,1988,not available,Yes,No,Yes,Bombay
A.S. GADKARI,Male,1965-08-14T00:00:00Z,Maharashtra,Mumbai,2014-01-06T00:00:00Z,2027-08-13T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Not Available,not available,Science,University of Mumbai,not available,1992,Maharashtra & Goa,No,No,No,Bombay
S. M. MODAK,Male,1965-11-13T00:00:00Z,Maharashtra,Kalyan (District: Thane),2018-10-11T00:00:00Z,2027-11-12T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Service,Yes,Yes,No,No,Not Available,No,Not Available,Not Available,Not Available,Not Available,V.P. M's Bedekar College of Commerce,Commerce,Thane Law College,1989,1989,not available,No,No,No,Bombay
N. B. SURYAWANSHI,Male,1966-05-30T00:00:00Z,Not Available,Not Available,2019-08-23T00:00:00Z,2028-05-29T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Yes,Not Available,Yes,"Jai Hind High School, Dhule",not available,not available,"Symbiosis Law College, Pune",not available,1988,not available,No,No,No,Bombay
RAVINDRA V. GHUGE,Male,1966-07-09T00:00:00Z,Not Available,Not Available,2013-06-21T00:00:00Z,2028-07-08T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Yes,Not Available,Saint Xavier's High School Kolhapur,not available,Integrated Law,"Chh.Shahaji Law College, Kolhapur & M.P.Law College, Aurangabad",not available,1990,not available,No,No,No,Bombay
A. S. KILOR,Male,1966-09-03T00:00:00Z,Not Available,Not Available,2019-08-23T00:00:00Z,2028-09-02T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Yes,Yes,Hadas High School,"DNC college, nagpur",Commerce,Dr. Babasaheb Ambedkar Law College (nagpur University),not available,1992,not available,No,No,No,Bombay
MADHAV. J. JAMDAR,Male,1967-01-13T00:00:00Z,Not Available,Not Available,2020-01-07T00:00:00Z,2029-01-12T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Science,not available,not available,1991,not available,No,No,No,Bombay
B.P. COLABAWALLA,Male,1967-12-16T00:00:00Z,Not Available,Not Available,2014-01-06T00:00:00Z,2029-12-15T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Yes,"Cathedral & John Connon School, Mumbai","K.C. College, Mumbai",Arts,K.C. Law College,1993,1993,Maharashtra & Goa,No,No,No,Bombay
NITIN W. SAMBRE,Male,1967-12-19T00:00:00Z,Maharashtra,Nagpur,2014-01-06T00:00:00Z,2029-12-18T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Yes,Somalwar High School and Shivaji Science College,not available,Commerce,"University College of Law, nagpur",not available,1992,not available,No,No,No,Bombay
S. V. KOTWAL,Male,1968-04-13T00:00:00Z,Gujarat,Ahmedabad,2017-06-05T00:00:00Z,2030-04-12T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Not Available,No,Not Available,Not Available,Not Available,Not Available,Pune University,Engineering,"Siddharth Law College, Mumbai",not available,1992,Maharashtra & Goa,No,No,No,Bombay
BHARATI DANGRE,Female,1968-05-10T00:00:00Z,Not Available,Not Available,2017-06-05T00:00:00Z,2030-05-09T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,not available,"Dr. Babasaheb Ambedkar College of Law, nagpur",1990,1990,not available,No,No,Yes,Bombay
G.S. KULKARNI,Male,1968-06-24T00:00:00Z,Not Available,Not Available,2014-01-06T00:00:00Z,2030-06-23T00:00:00Z,No,No,Bombay,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable,Bar,No,Yes,No,Not Applicable,Yes,No,Not Available,Not Available,Not Available,Not Available,not available,Commerce,not available,not available,1992,Maharashtra & Goa,No,No,No,Bombay
